id,yield
15104,8070.243143125365
15105,8090.194968178673
15106,8065.1772686735785
15107,8085.129093726886
15108,8091.859847406878
15109,8091.859847406878
15110,8081.982190992417
15111,8075.339275810664
15112,8091.859847406878
15113,8070.243143125365
15114,8070.243143125365
15115,8076.886058307118
15116,8086.863130826887
15117,8090.194968178673
15118,8085.129093726886
15119,8090.194968178673
15120,8071.820183855331
15121,8076.886058307118
15122,8071.820183855331
15123,8090.194968178673
15124,8090.194968178673
15125,8085.129093726886
15126,8091.859847406878
15127,8085.129093726886
15128,8091.859847406878
15129,8071.820183855331
15130,8065.1772686735785
15131,8070.243143125365
15132,8081.982190992417
15133,8090.194968178673
15134,8071.90802235357
15135,8078.550937535323
15136,8086.863130826887
15137,8091.859847406878
15138,8076.886058307118
15139,8085.129093726886
15140,8066.911305773579
15141,8080.220215645135
15142,8085.216932225125
15143,8066.911305773579
15144,8090.194968178673
15145,8071.820183855331
15146,8085.129093726886
15147,8076.886058307118
15148,8085.129093726886
15149,8083.55205299692
15150,8090.194968178673
15151,8065.1772686735785
15152,8076.886058307118
15153,8083.55205299692
15154,8075.339275810664
15155,8086.863130826887
15156,8090.194968178673
15157,8071.820183855331
15158,8085.216932225125
15159,8091.859847406878
15160,8085.216932225125
15161,8090.194968178673
15162,8091.859847406878
15163,8091.859847406878
15164,8085.129093726886
15165,8083.55205299692
15166,8083.55205299692
15167,8091.859847406878
15168,8073.554220955332
15169,8071.820183855331
15170,8065.1772686735785
15171,8070.243143125365
15172,8078.550937535323
15173,8086.863130826887
15174,8091.859847406878
15175,8091.859847406878
15176,8070.243143125365
15177,8076.886058307118
15178,8090.194968178673
15179,8078.486178545133
15180,8086.863130826887
15181,8091.859847406878
15182,8091.859847406878
15183,8054.908378135
15184,8090.194968178673
15185,8071.820183855331
15186,8083.55205299692
15187,8076.886058307118
15188,8076.886058307118
15189,8091.859847406878
15190,8085.129093726886
15191,8071.90802235357
15192,8071.820183855331
15193,8076.886058307118
15194,8091.859847406878
15195,8090.194968178673
15196,8091.859847406878
15197,8085.129093726886
15198,8083.55205299692
15199,8090.194968178673
15200,8078.486178545133
15201,8085.129093726886
15202,8083.55205299692
15203,8085.129093726886
15204,8090.194968178673
15205,8091.859847406878
15206,8070.243143125365
15207,8071.820183855331
15208,8085.129093726886
15209,8076.886058307118
15210,8083.55205299692
15211,8091.859847406878
15212,8090.194968178673
15213,8071.820183855331
15214,8085.129093726886
15215,8085.216932225125
15216,8090.194968178673
15217,8081.982190992417
15218,8081.982190992417
15219,8078.550937535323
15220,8086.863130826887
15221,8090.194968178673
15222,8086.863130826887
15223,8091.859847406878
15224,8085.129093726886
15225,8081.982190992417
15226,8065.1772686735785
15227,8078.550937535323
15228,8085.129093726886
15229,8085.216932225125
15230,8078.550937535323
15231,8090.194968178673
15232,8076.886058307118
15233,8085.129093726886
15234,8090.194968178673
15235,8076.886058307118
15236,8083.55205299692
15237,8090.194968178673
15238,8090.194968178673
15239,8091.859847406878
15240,8076.886058307118
15241,8090.194968178673
15242,8085.216932225125
15243,8078.486178545133
15244,8091.859847406878
15245,8090.194968178673
15246,8083.55205299692
15247,8071.820183855331
15248,8071.820183855331
15249,8090.194968178673
15250,8071.820183855331
15251,8083.55205299692
15252,8076.886058307118
15253,8091.859847406878
15254,8071.820183855331
15255,8076.886058307118
15256,8090.194968178673
15257,8081.982190992417
15258,8078.550937535323
15259,8071.820183855331
15260,8076.886058307118
15261,8090.194968178673
15262,8091.859847406878
15263,8091.859847406878
15264,8090.194968178673
15265,8078.550937535323
15266,8070.243143125365
15267,8091.859847406878
15268,8090.194968178673
15269,8076.886058307118
15270,8070.243143125365
15271,8089.947590667454
15272,8090.194968178673
15273,8080.220215645135
15274,8083.55205299692
15275,8070.243143125365
15276,8091.859847406878
15277,8090.194968178673
15278,8086.863130826887
15279,8085.129093726886
15280,8065.1772686735785
15281,8083.55205299692
15282,8065.1772686735785
15283,8083.55205299692
15284,8091.859847406878
15285,8071.820183855331
15286,8091.859847406878
15287,8076.886058307118
15288,8078.550937535323
15289,8090.194968178673
15290,8071.820183855331
15291,8089.947590667454
15292,8091.859847406878
15293,8091.859847406878
15294,8083.55205299692
15295,8080.220215645135
15296,8076.886058307118
15297,8090.194968178673
15298,8078.486178545133
15299,8070.243143125365
15300,8080.220215645135
15301,8086.863130826887
15302,8054.908378135
15303,8083.55205299692
15304,8066.911305773579
15305,8076.886058307118
15306,8071.820183855331
15307,8090.194968178673
15308,8070.243143125365
15309,8090.194968178673
15310,8091.859847406878
15311,8078.550937535323
15312,8091.859847406878
15313,8065.1772686735785
15314,8071.820183855331
15315,8080.220215645135
15316,8091.859847406878
15317,8090.194968178673
15318,8078.486178545133
15319,8078.486178545133
15320,8090.194968178673
15321,8083.55205299692
15322,8070.243143125365
15323,8071.820183855331
15324,8091.859847406878
15325,8085.216932225125
15326,8090.194968178673
15327,8076.886058307118
15328,8080.220215645135
15329,8076.886058307118
15330,8078.550937535323
15331,8065.1772686735785
15332,8085.129093726886
15333,8070.243143125365
15334,8076.886058307118
15335,8091.859847406878
15336,8083.55205299692
15337,8091.859847406878
15338,8091.859847406878
15339,8081.982190992417
15340,8091.859847406878
15341,8090.194968178673
15342,8090.194968178673
15343,8078.486178545133
15344,8091.859847406878
15345,8090.194968178673
15346,8071.820183855331
15347,8078.550937535323
15348,8085.216932225125
15349,8090.194968178673
15350,8090.194968178673
15351,8070.243143125365
15352,8090.194968178673
15353,8090.194968178673
15354,8065.1772686735785
15355,8090.194968178673
15356,8086.863130826887
15357,8076.886058307118
15358,8090.194968178673
15359,8090.194968178673
15360,8078.550937535323
15361,8071.820183855331
15362,8085.216932225125
15363,8076.886058307118
15364,8070.243143125365
15365,8071.820183855331
15366,8090.194968178673
15367,8086.863130826887
15368,8083.55205299692
15369,8076.886058307118
15370,8090.194968178673
15371,8090.194968178673
15372,8091.859847406878
15373,8090.194968178673
15374,8070.243143125365
15375,8078.550937535323
15376,8083.55205299692
15377,8091.859847406878
15378,8090.194968178673
15379,8076.886058307118
15380,8078.550937535323
15381,8076.886058307118
15382,8071.820183855331
15383,8090.194968178673
15384,8076.886058307118
15385,8065.1772686735785
15386,8071.820183855331
15387,8065.1772686735785
15388,8078.486178545133
15389,8090.194968178673
15390,8065.1772686735785
15391,8080.220215645135
15392,8091.859847406878
15393,8071.90802235357
15394,8073.554220955332
15395,8081.982190992417
15396,8091.859847406878
15397,8076.886058307118
15398,8090.194968178673
15399,8071.820183855331
15400,8081.982190992417
15401,8091.859847406878
15402,8091.859847406878
15403,8091.859847406878
15404,8091.859847406878
15405,8086.863130826887
15406,8081.982190992417
15407,8076.886058307118
15408,8085.129093726886
15409,8090.194968178673
15410,8076.886058307118
15411,8076.886058307118
15412,8081.982190992417
15413,8076.886058307118
15414,8081.982190992417
15415,8075.339275810664
15416,8089.947590667454
15417,8086.863130826887
15418,8090.194968178673
15419,8081.982190992417
15420,8085.129093726886
15421,8086.863130826887
15422,8091.859847406878
15423,8048.265462953247
15424,8090.194968178673
15425,8091.859847406878
15426,8090.194968178673
15427,8073.554220955332
15428,8090.194968178673
15429,8076.886058307118
15430,8091.859847406878
15431,8091.859847406878
15432,8086.863130826887
15433,8089.947590667454
15434,8090.194968178673
15435,8076.886058307118
15436,8086.863130826887
15437,8090.194968178673
15438,8076.886058307118
15439,8090.194968178673
15440,8091.859847406878
15441,8078.550937535323
15442,8086.863130826887
15443,8091.859847406878
15444,8090.194968178673
15445,8078.550937535323
15446,8078.486178545133
15447,8081.982190992417
15448,8078.486178545133
15449,8090.194968178673
15450,8091.859847406878
15451,8073.554220955332
15452,8086.863130826887
15453,8090.194968178673
15454,8080.220215645135
15455,8089.947590667454
15456,8078.486178545133
15457,8090.194968178673
15458,8091.859847406878
15459,8090.194968178673
15460,8085.216932225125
15461,8090.194968178673
15462,8076.886058307118
15463,8085.129093726886
15464,8091.859847406878
15465,8090.194968178673
15466,8090.194968178673
15467,8078.486178545133
15468,8090.194968178673
15469,8091.859847406878
15470,8090.194968178673
15471,8081.982190992417
15472,8090.194968178673
15473,8091.859847406878
15474,8090.194968178673
15475,8076.886058307118
15476,8054.908378135
15477,8076.886058307118
15478,8078.486178545133
15479,8091.859847406878
15480,8085.129093726886
15481,8071.90802235357
15482,8078.550937535323
15483,8083.55205299692
15484,8091.859847406878
15485,8071.820183855331
15486,8083.55205299692
15487,8071.820183855331
15488,8065.1772686735785
15489,8065.1772686735785
15490,8085.129093726886
15491,8083.55205299692
15492,8090.194968178673
15493,8071.820183855331
15494,8071.820183855331
15495,8083.55205299692
15496,8090.194968178673
15497,8076.886058307118
15498,8076.886058307118
15499,8090.194968178673
15500,8073.554220955332
15501,8090.194968178673
15502,8085.216932225125
15503,8083.55205299692
15504,8066.911305773579
15505,8078.486178545133
15506,8090.194968178673
15507,8066.911305773579
15508,8090.194968178673
15509,8083.55205299692
15510,8086.863130826887
15511,8076.886058307118
15512,8076.886058307118
15513,8076.886058307118
15514,8090.194968178673
15515,8076.886058307118
15516,8086.863130826887
15517,8083.55205299692
15518,8065.1772686735785
15519,8070.243143125365
15520,8071.820183855331
15521,8071.820183855331
15522,8090.194968178673
15523,8076.886058307118
15524,8080.220215645135
15525,8090.194968178673
15526,8085.129093726886
15527,8091.859847406878
15528,8078.486178545133
15529,8091.859847406878
15530,8083.55205299692
15531,8073.554220955332
15532,8080.220215645135
15533,8090.194968178673
15534,8071.820183855331
15535,8090.194968178673
15536,8081.982190992417
15537,8066.911305773579
15538,8076.886058307118
15539,8091.859847406878
15540,8083.55205299692
15541,8091.859847406878
15542,8083.55205299692
15543,8091.859847406878
15544,8075.339275810664
15545,8083.55205299692
15546,8083.55205299692
15547,8078.550937535323
15548,8090.194968178673
15549,8065.1772686735785
15550,8073.554220955332
15551,8080.220215645135
15552,8073.554220955332
15553,8078.550937535323
15554,8073.554220955332
15555,8071.820183855331
15556,8083.55205299692
15557,8076.886058307118
15558,8083.55205299692
15559,8085.216932225125
15560,8075.339275810664
15561,8078.550937535323
15562,8065.1772686735785
15563,8086.863130826887
15564,8081.982190992417
15565,8075.339275810664
15566,8076.886058307118
15567,8091.859847406878
15568,8083.55205299692
15569,8076.886058307118
15570,8076.886058307118
15571,8081.982190992417
15572,8090.194968178673
15573,8090.194968178673
15574,8070.243143125365
15575,8091.859847406878
15576,8085.216932225125
15577,8078.550937535323
15578,8076.886058307118
15579,8090.194968178673
15580,8086.863130826887
15581,8090.194968178673
15582,8090.194968178673
15583,8085.129093726886
15584,8090.194968178673
15585,8090.194968178673
15586,8070.243143125365
15587,8083.55205299692
15588,8076.886058307118
15589,8070.243143125365
15590,8091.859847406878
15591,8073.554220955332
15592,8083.55205299692
15593,8076.886058307118
15594,8090.194968178673
15595,8090.194968178673
15596,8076.886058307118
15597,8083.55205299692
15598,8090.194968178673
15599,8091.859847406878
15600,8085.129093726886
15601,8085.129093726886
15602,8085.129093726886
15603,8091.859847406878
15604,8090.194968178673
15605,8085.216932225125
15606,8081.982190992417
15607,8078.550937535323
15608,8090.194968178673
15609,8090.194968178673
15610,8066.911305773579
15611,8085.216932225125
15612,8085.129093726886
15613,8070.243143125365
15614,8085.129093726886
15615,8090.194968178673
15616,8090.194968178673
15617,8071.90802235357
15618,8081.982190992417
15619,8071.820183855331
15620,8070.243143125365
15621,8091.859847406878
15622,8090.194968178673
15623,8090.194968178673
15624,8083.55205299692
15625,8065.1772686735785
15626,8091.859847406878
15627,8091.859847406878
15628,8065.1772686735785
15629,8078.550937535323
15630,8071.820183855331
15631,8083.55205299692
15632,8090.194968178673
15633,8085.216932225125
15634,8073.554220955332
15635,8090.194968178673
15636,8080.220215645135
15637,8086.863130826887
15638,8083.55205299692
15639,8083.55205299692
15640,8065.1772686735785
15641,8081.982190992417
15642,8070.243143125365
15643,8090.194968178673
15644,8071.820183855331
15645,8085.129093726886
15646,8090.194968178673
15647,8090.194968178673
15648,8065.1772686735785
15649,8085.216932225125
15650,8066.911305773579
15651,8090.194968178673
15652,8091.859847406878
15653,8078.486178545133
15654,8085.129093726886
15655,8078.550937535323
15656,8090.194968178673
15657,8091.859847406878
15658,8085.129093726886
15659,8085.216932225125
15660,8090.194968178673
15661,8081.982190992417
15662,8091.859847406878
15663,8090.194968178673
15664,8086.863130826887
15665,8086.863130826887
15666,8091.859847406878
15667,8091.859847406878
15668,8066.911305773579
15669,8076.886058307118
15670,8071.820183855331
15671,8071.820183855331
15672,8071.820183855331
15673,8090.194968178673
15674,8086.863130826887
15675,8080.220215645135
15676,8090.194968178673
15677,8083.55205299692
15678,8085.129093726886
15679,8070.243143125365
15680,8090.194968178673
15681,8076.886058307118
15682,8090.194968178673
15683,8090.194968178673
15684,8091.859847406878
15685,8076.886058307118
15686,8090.194968178673
15687,8081.982190992417
15688,8090.194968178673
15689,8066.911305773579
15690,8070.243143125365
15691,8091.859847406878
15692,8066.911305773579
15693,8090.194968178673
15694,8085.129093726886
15695,8091.859847406878
15696,8085.129093726886
15697,8090.194968178673
15698,8076.886058307118
15699,8090.194968178673
15700,8073.554220955332
15701,8091.859847406878
15702,8090.194968178673
15703,8071.820183855331
15704,8091.859847406878
15705,8090.194968178673
15706,8073.554220955332
15707,8090.194968178673
15708,8083.55205299692
15709,8081.982190992417
15710,8071.820183855331
15711,8090.194968178673
15712,8071.820183855331
15713,8090.194968178673
15714,8076.886058307118
15715,8090.194968178673
15716,8071.820183855331
15717,8083.55205299692
15718,8078.486178545133
15719,8076.886058307118
15720,8086.863130826887
15721,8078.486178545133
15722,8071.820183855331
15723,8080.220215645135
15724,8071.90802235357
15725,8086.863130826887
15726,8090.194968178673
15727,8086.863130826887
15728,8080.220215645135
15729,8091.859847406878
15730,8076.886058307118
15731,8070.243143125365
15732,8080.220215645135
15733,8076.886058307118
15734,8070.243143125365
15735,8083.55205299692
15736,8078.550937535323
15737,8091.859847406878
15738,8091.859847406878
15739,8090.194968178673
15740,8085.129093726886
15741,8071.820183855331
15742,8085.129093726886
15743,8078.486178545133
15744,8083.55205299692
15745,8076.886058307118
15746,8090.194968178673
15747,8090.194968178673
15748,8085.129093726886
15749,8065.1772686735785
15750,8091.859847406878
15751,8071.820183855331
15752,8076.886058307118
15753,8065.1772686735785
15754,8078.486178545133
15755,8078.550937535323
15756,8085.129093726886
15757,8090.194968178673
15758,8086.863130826887
15759,8085.216932225125
15760,8071.820183855331
15761,8090.194968178673
15762,8071.820183855331
15763,8083.55205299692
15764,8076.886058307118
15765,8071.820183855331
15766,8083.55205299692
15767,8078.550937535323
15768,8090.194968178673
15769,8076.886058307118
15770,8070.243143125365
15771,8085.216932225125
15772,8071.820183855331
15773,8081.982190992417
15774,8081.982190992417
15775,8078.550937535323
15776,8090.194968178673
15777,8083.55205299692
15778,8071.820183855331
15779,8076.886058307118
15780,8083.55205299692
15781,8090.194968178673
15782,8078.550937535323
15783,8091.859847406878
15784,8091.859847406878
15785,8086.863130826887
15786,8065.1772686735785
15787,8085.216932225125
15788,8090.194968178673
15789,8080.220215645135
15790,8083.55205299692
15791,8091.859847406878
15792,8091.859847406878
15793,8076.886058307118
15794,8086.863130826887
15795,8078.550937535323
15796,8090.194968178673
15797,8083.55205299692
15798,8090.194968178673
15799,8078.550937535323
15800,8090.194968178673
15801,8066.911305773579
15802,8076.886058307118
15803,8078.486178545133
15804,8091.859847406878
15805,8090.194968178673
15806,8076.886058307118
15807,8071.820183855331
15808,8081.982190992417
15809,8071.820183855331
15810,8085.129093726886
15811,8090.194968178673
15812,8070.243143125365
15813,8085.129093726886
15814,8091.859847406878
15815,8083.304675485701
15816,8089.947590667454
15817,8085.129093726886
15818,8090.194968178673
15819,8078.550937535323
15820,8078.550937535323
15821,8090.194968178673
15822,8083.55205299692
15823,8071.820183855331
15824,8081.982190992417
15825,8091.859847406878
15826,8071.820183855331
15827,8070.243143125365
15828,8085.129093726886
15829,8085.129093726886
15830,8065.1772686735785
15831,8090.194968178673
15832,8086.863130826887
15833,8083.55205299692
15834,8078.550937535323
15835,8076.886058307118
15836,8073.554220955332
15837,8091.859847406878
15838,8076.886058307118
15839,8071.820183855331
15840,8076.886058307118
15841,8083.55205299692
15842,8090.194968178673
15843,8070.243143125365
15844,8083.55205299692
15845,8081.982190992417
15846,8080.220215645135
15847,8086.863130826887
15848,8090.194968178673
15849,8090.194968178673
15850,8090.194968178673
15851,8070.243143125365
15852,8090.194968178673
15853,8091.859847406878
15854,8083.55205299692
15855,8070.243143125365
15856,8086.863130826887
15857,8085.216932225125
15858,8065.1772686735785
15859,8090.194968178673
15860,8085.216932225125
15861,8085.216932225125
15862,8085.129093726886
15863,8071.820183855331
15864,8085.129093726886
15865,8090.194968178673
15866,8090.194968178673
15867,8075.339275810664
15868,8086.863130826887
15869,8086.863130826887
15870,8081.982190992417
15871,8076.886058307118
15872,8090.194968178673
15873,8090.194968178673
15874,8083.55205299692
15875,8090.194968178673
15876,8078.550937535323
15877,8091.859847406878
15878,8076.886058307118
15879,8073.554220955332
15880,8083.55205299692
15881,8076.886058307118
15882,8090.194968178673
15883,8090.194968178673
15884,8071.820183855331
15885,8065.1772686735785
15886,8076.886058307118
15887,8090.194968178673
15888,8090.194968178673
15889,8085.129093726886
15890,8076.886058307118
15891,8090.194968178673
15892,8090.194968178673
15893,8090.194968178673
15894,8071.820183855331
15895,8073.554220955332
15896,8070.243143125365
15897,8090.194968178673
15898,8071.820183855331
15899,8070.243143125365
15900,8071.820183855331
15901,8078.550937535323
15902,8076.886058307118
15903,8090.194968178673
15904,8085.216932225125
15905,8065.1772686735785
15906,8071.820183855331
15907,8090.194968178673
15908,8076.886058307118
15909,8089.947590667454
15910,8071.90802235357
15911,8085.129093726886
15912,8066.911305773579
15913,8091.859847406878
15914,8065.1772686735785
15915,8085.129093726886
15916,8070.243143125365
15917,8081.982190992417
15918,8071.820183855331
15919,8083.55205299692
15920,8083.55205299692
15921,8083.55205299692
15922,8091.859847406878
15923,8090.194968178673
15924,8090.194968178673
15925,8090.194968178673
15926,8083.55205299692
15927,8091.859847406878
15928,8070.243143125365
15929,8091.859847406878
15930,8071.90802235357
15931,8070.243143125365
15932,8085.129093726886
15933,8070.243143125365
15934,8085.129093726886
15935,8071.90802235357
15936,8070.243143125365
15937,8090.194968178673
15938,8091.859847406878
15939,8070.243143125365
15940,8073.554220955332
15941,8076.886058307118
15942,8065.1772686735785
15943,8078.550937535323
15944,8090.194968178673
15945,8090.194968178673
15946,8071.820183855331
15947,8086.863130826887
15948,8083.55205299692
15949,8083.55205299692
15950,8032.933897479192
15951,8091.859847406878
15952,8090.194968178673
15953,8085.129093726886
15954,8073.554220955332
15955,8091.859847406878
15956,8070.243143125365
15957,8071.820183855331
15958,8078.486178545133
15959,8071.820183855331
15960,8071.90802235357
15961,8090.194968178673
15962,8070.243143125365
15963,8065.1772686735785
15964,8081.982190992417
15965,8090.194968178673
15966,8073.554220955332
15967,8081.982190992417
15968,8076.886058307118
15969,8078.550937535323
15970,8080.220215645135
15971,8081.982190992417
15972,8083.55205299692
15973,8081.982190992417
15974,8090.194968178673
15975,8070.243143125365
15976,8071.820183855331
15977,8080.220215645135
15978,8091.859847406878
15979,8071.90802235357
15980,8089.947590667454
15981,8076.886058307118
15982,8090.194968178673
15983,8083.55205299692
15984,8090.194968178673
15985,8080.220215645135
15986,8083.55205299692
15987,8091.859847406878
15988,8090.194968178673
15989,8071.90802235357
15990,8086.863130826887
15991,8080.220215645135
15992,8090.194968178673
15993,8078.550937535323
15994,8083.304675485701
15995,8076.886058307118
15996,8085.129093726886
15997,8090.194968178673
15998,8090.194968178673
15999,8054.908378135
16000,8085.129093726886
16001,8086.863130826887
16002,8090.194968178673
16003,8090.194968178673
16004,8086.863130826887
16005,8091.859847406878
16006,8071.820183855331
16007,8090.194968178673
16008,8090.194968178673
16009,8085.129093726886
16010,8076.886058307118
16011,8085.216932225125
16012,8083.55205299692
16013,8090.194968178673
16014,8071.820183855331
16015,8091.859847406878
16016,8090.194968178673
16017,8083.55205299692
16018,8076.886058307118
16019,8086.863130826887
16020,8073.554220955332
16021,8083.55205299692
16022,8091.859847406878
16023,8075.339275810664
16024,8086.863130826887
16025,8090.194968178673
16026,8090.194968178673
16027,8091.859847406878
16028,8080.220215645135
16029,8081.982190992417
16030,8076.886058307118
16031,8083.55205299692
16032,8076.886058307118
16033,8091.859847406878
16034,8083.55205299692
16035,8071.820183855331
16036,8070.243143125365
16037,8086.863130826887
16038,8076.886058307118
16039,8078.550937535323
16040,8076.886058307118
16041,8090.194968178673
16042,8070.243143125365
16043,8078.486178545133
16044,8090.194968178673
16045,8085.216932225125
16046,8076.886058307118
16047,8071.820183855331
16048,8065.1772686735785
16049,8076.886058307118
16050,8076.886058307118
16051,8070.243143125365
16052,8076.886058307118
16053,8091.859847406878
16054,8071.820183855331
16055,8091.859847406878
16056,8091.859847406878
16057,8085.129093726886
16058,8085.129093726886
16059,8078.550937535323
16060,8090.194968178673
16061,8065.1772686735785
16062,8090.194968178673
16063,8071.820183855331
16064,8086.863130826887
16065,8066.911305773579
16066,8070.243143125365
16067,8083.55205299692
16068,8090.194968178673
16069,8081.982190992417
16070,8085.129093726886
16071,8083.55205299692
16072,8085.129093726886
16073,8078.550937535323
16074,8078.550937535323
16075,8086.863130826887
16076,8085.216932225125
16077,8083.55205299692
16078,8073.554220955332
16079,8091.859847406878
16080,8066.911305773579
16081,8070.243143125365
16082,8091.859847406878
16083,8090.194968178673
16084,8090.194968178673
16085,8091.859847406878
16086,8071.820183855331
16087,8090.194968178673
16088,8076.886058307118
16089,8073.554220955332
16090,8091.859847406878
16091,8083.55205299692
16092,8076.886058307118
16093,8075.339275810664
16094,8076.886058307118
16095,8090.194968178673
16096,8076.886058307118
16097,8070.243143125365
16098,8080.220215645135
16099,8081.982190992417
16100,8070.243143125365
16101,8071.820183855331
16102,8076.886058307118
16103,8090.194968178673
16104,8090.194968178673
16105,8076.886058307118
16106,8085.129093726886
16107,8066.911305773579
16108,8083.55205299692
16109,8081.982190992417
16110,8086.863130826887
16111,8085.129093726886
16112,8090.194968178673
16113,8073.554220955332
16114,8091.859847406878
16115,8090.194968178673
16116,8081.982190992417
16117,8090.194968178673
16118,8081.982190992417
16119,8089.947590667454
16120,8090.194968178673
16121,8086.863130826887
16122,8078.486178545133
16123,8090.194968178673
16124,8090.194968178673
16125,8076.886058307118
16126,8085.129093726886
16127,8071.820183855331
16128,8081.982190992417
16129,8085.129093726886
16130,8083.55205299692
16131,8085.216932225125
16132,8080.220215645135
16133,8076.886058307118
16134,8091.859847406878
16135,8085.129093726886
16136,8086.863130826887
16137,8078.486178545133
16138,8065.1772686735785
16139,8091.859847406878
16140,8083.55205299692
16141,8083.55205299692
16142,8083.55205299692
16143,8073.554220955332
16144,8086.863130826887
16145,8076.886058307118
16146,8085.129093726886
16147,8065.1772686735785
16148,8086.863130826887
16149,8085.129093726886
16150,8080.220215645135
16151,8085.216932225125
16152,8083.55205299692
16153,8083.55205299692
16154,8065.1772686735785
16155,8090.194968178673
16156,8085.216932225125
16157,8090.194968178673
16158,8083.55205299692
16159,8071.820183855331
16160,8086.863130826887
16161,8081.982190992417
16162,8092.907350734657
16163,8091.859847406878
16164,8076.886058307118
16165,8080.220215645135
16166,8086.863130826887
16167,8054.908378135
16168,8070.243143125365
16169,8083.55205299692
16170,8085.216932225125
16171,8090.194968178673
16172,8075.339275810664
16173,8090.194968178673
16174,8091.859847406878
16175,8071.90802235357
16176,8090.194968178673
16177,8076.886058307118
16178,8065.1772686735785
16179,8085.129093726886
16180,8071.820183855331
16181,8083.55205299692
16182,8071.820183855331
16183,8090.194968178673
16184,8083.55205299692
16185,8091.859847406878
16186,8070.243143125365
16187,8083.55205299692
16188,8078.486178545133
16189,8081.982190992417
16190,8090.194968178673
16191,8085.216932225125
16192,8081.982190992417
16193,8071.820183855331
16194,8090.194968178673
16195,8090.194968178673
16196,8085.129093726886
16197,8085.129093726886
16198,8091.859847406878
16199,8071.820183855331
16200,8083.55205299692
16201,8071.820183855331
16202,8076.886058307118
16203,8071.90802235357
16204,8078.486178545133
16205,8091.859847406878
16206,8083.55205299692
16207,8085.129093726886
16208,8091.859847406878
16209,8076.886058307118
16210,8091.859847406878
16211,8080.220215645135
16212,8065.1772686735785
16213,8085.129093726886
16214,8091.859847406878
16215,8090.194968178673
16216,8086.863130826887
16217,8071.820183855331
16218,8076.886058307118
16219,8064.575173419456
16220,8071.90802235357
16221,8070.243143125365
16222,8083.304675485701
16223,8071.820183855331
16224,8071.820183855331
16225,8091.859847406878
16226,8090.194968178673
16227,8070.243143125365
16228,8091.859847406878
16229,8048.265462953247
16230,8070.243143125365
16231,8071.820183855331
16232,8090.194968178673
16233,8091.859847406878
16234,8091.859847406878
16235,8083.55205299692
16236,8091.859847406878
16237,8090.194968178673
16238,8091.859847406878
16239,8090.194968178673
16240,8070.243143125365
16241,8076.886058307118
16242,8091.859847406878
16243,8085.216932225125
16244,8081.982190992417
16245,8090.194968178673
16246,8091.859847406878
16247,8081.982190992417
16248,8078.486178545133
16249,8090.194968178673
16250,8071.820183855331
16251,8090.194968178673
16252,8090.194968178673
16253,8071.820183855331
16254,8065.1772686735785
16255,8071.820183855331
16256,8078.550937535323
16257,8065.1772686735785
16258,8083.55205299692
16259,8090.194968178673
16260,8054.908378135
16261,8076.886058307118
16262,8086.863130826887
16263,8071.820183855331
16264,8083.55205299692
16265,8073.554220955332
16266,8083.55205299692
16267,8070.243143125365
